unknotdb-bidirectional-frontier-v0
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
limits	8	8	4	2	512	16	5	12	1
attempt	15	135d4d840f199468b03d1212ac03aca2a854551a074dd27966c23fa4095093cd	1	554b5030010000000200000008000000000000002300000010001000	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	637402b2147e206ccd22d9c6a26891409d126558b4007cd60df52ec002fc0c63	554b5030010000000b00000009000000000000001900000000000000030000002000000001000000000000a02900000000000000030000003000000001000000000000a0130000001000100008000000000000a020000000000000000800000000000000	Unchanged { current: 0, proposed: 2 }
seed	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	4	7
unknotdb-frontier-manifest-v1
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
policy_limits	8	4
scramble_limits	2	512	16	5	12	1	1
enumeration	512	1	1
attempt	ordinal	target_key	scramble_cc	scramble_program	stop_reason	stopping_key	audit_sha256	inverse_edge_program	disposition
attempt	0	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000500000000000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	d1066ed1698a9c20989432a6bb85fa4c078f86c9c57e2d4433c25f6e24315409	554b50300100000004000000290000000000000003000000000000a004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	1	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000600000000000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	c1f753fdd2d0fa5136d4d092a8507a94d96e1ddbea7331b5641bd7ad031d4ffc	554b50300100000005000000290000000000100002000000000000a001000000000000a004000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	2	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000100000000000000	PreferredCrossingChange	d62fb35022814c15adced7b6731e017f0b0c1d810c687e0ebf92d6c2141b748a	8b62d87a5fdb708d8426a387d1c1ce36e50943e3e77945ef42d7bed5adf70fb1	554b50300100000003000000210000000000000002000000000000a00800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	3	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000010000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	2ad7a2786591e2b277deea05460c1b373def8b64a363019c6a1f54b11b50ae69	554b50300100000004000000230000001000000002000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	4	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000010001000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	f78ae5c6ce9a9a3711d86e7d3e1893fc246d1eedf211c27caeaa1a33c26cec43	554b50300100000004000000230000001000100002000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	5	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000020000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	fe0e30a46670ebe26daf134ea1fdfff6f2833828feab79e16cd999096ac15dc5	554b50300100000004000000130000002000100002000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	6	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000020001000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	5a6e54d4bd799a8dae74ff3a400c1699126132b256d8417e3ac0cd09146e7e1a	554b50300100000004000000230000002000100002000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	7	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000030000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	406e688d5674d34aad7daa7d25eefbb19ba07f86f75c4f79b6e800e48e3afdbd	554b50300100000005000000330000003000100003000000000000a008000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	8	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000000300000030001000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	d5656019a9dc72f2604040e745cc662b311c8dc7ba4fba2d451a646ac8015934	554b50300100000004000000230000003000100002000000000000a000000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	9	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000001300000010000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	bf516b9ffa7807429cbfe91bc0245b73a6ff077ad372667bdced4c7d4b6aee1d	554b50300100000004000000330000001000000002000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	10	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000001300000010001000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	731b36d2ffc2832de149f6789cdf8dd6890615a00bde41adcbe4d9e797d082be	554b50300100000004000000330000001000100002000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	11	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000001300000020000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	91fb052a247319cf49ca2af57b5717c045291e0b1be33cb306281b0d686d36c3	554b50300100000004000000330000002000000002000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	12	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000001300000020001000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	2131fcbece384b2e3d58ab177b9f099e920e3d770c697c503c318a77ec718701	554b50300100000004000000330000002000100002000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	13	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000001300000030000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	26e349ea80f3835f9e34af62d48ccfd810a72e5d05d609238b7c8e4022870468	554b50300100000006000000330000003000000003000000000000a001000000000000a007000000000000a010000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	14	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000002300000010000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	8825765e0ff9db512ea044fc2d4c6fbf818f884d61fe5c4573c01127a88ce76b	554b50300100000004000000430000001000000002000000000000a020000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
attempt	15	2cc94bcaabdb0f35c0a81bafd02dc1d73e91d40fb58e1ad82703bffeedf00cb2	1	554b5030010000000200000008000000000000002300000020000000	PreferredCrossingChange	0e5d846af4294ba3bbfc625d488d2c30a8731f450cc7bc033556d293f332af00	576ae6250003b94cc4eca91c51b9ae2e0684503f4ec5b0ae342f8551221eff91	554b50300100000004000000430000002000000002000000000000a020000000000000000800000000000000	AcceptedAcs10 { current: 2, proposed: 2 }
summary	68648	69352	68648	69434	0	0	82
unknotdb-selective-b5-boundary-v0
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
cohort	32	5	4	10	deterministic-lcg-natural-words-v0
seed	seed_key	word_length	stop_reason	stopping_key	hit
seed	0e7c179f2bcce7cd9ca4015b98f0a5cf42188cdbe85320f7016faa912daffef6	8	PreferredCrossingChange	0e7c179f2bcce7cd9ca4015b98f0a5cf42188cdbe85320f7016faa912daffef6	0
seed	113520076069d326794de87b18e13d4f06c980a2485ebfa4b05d731fcda72930	8	PreferredCrossingChange	113520076069d326794de87b18e13d4f06c980a2485ebfa4b05d731fcda72930	0
seed	1753b1ab3496a979b0b4e57fd31a991742091865795d560aeb03413fddc66cab	6	PreferredCrossingChange	1753b1ab3496a979b0b4e57fd31a991742091865795d560aeb03413fddc66cab	0
seed	1997d20c54c382c72bfe71e98898282a8e174d3b1f08e472bb5907df557b505e	10	PreferredCrossingChange	804ad033196612045065dea6d86ca425bfa023aa45fd1e35d884a2ae38f9e426	1
seed	20447c068d98bd8e7f5384752658f6f5d94bc05040672b007c93594c0ba93fbd	10	PreferredCrossingChange	019b87c2568d2e821df6373d5ec39c5d2723c7234c434dbc7f9df6a6525b904a	0
seed	2232b41421bf390c6f6f97ec481712fc792c20d0bfba523f6a4e7eefb2522944	8	PreferredCrossingChange	6d8b04b0a4c553ca74db2455f92714331c982f9806907e61a2ff97e9957564b7	1
seed	29143049346ac3e0102c510341aa8485cc123a94728dde23f391b7231f8acaf9	4	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	2d26a9f8fef3bc083562288eb3f12ddeb1036dc9d61395568ffdc394815e8191	10	PreferredCrossingChange	ae4e0e964f432eeece623a56606bf42d5188723834ac9b6c48b2be34e03872c9	1
seed	3103e9b5be230c8b1978ddff93a39609540ad379316a6e65d6d9c28275956f9e	10	PreferredCrossingChange	3103e9b5be230c8b1978ddff93a39609540ad379316a6e65d6d9c28275956f9e	0
seed	317fb4c9185857449147f110920eb58a37036b99f6fdf4d3ccf263b429ed7379	8	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	4b2ffccafe077c11b15b0bad5a7cfb906fec1aa5bf71dba32204338c54350a41	8	PreferredCrossingChange	215b4a2dbfaeda71e8c12b0f621cad4ec6ed9e7ea66cfc1274d611d446d530ca	1
seed	51da82521b88457ea497e94d5d9400e8aec64636c014a464444129c2e6e423bf	6	PreferredCrossingChange	51da82521b88457ea497e94d5d9400e8aec64636c014a464444129c2e6e423bf	0
seed	52f28d04b47c1ded56f713bfa7ed49b99996a755c580366781e443e87832472b	8	PreferredCrossingChange	14286de6db802345eadbf1f850ef03fa8de455a027697888550c97301e7f88da	1
seed	54e8fcdbd38635035db68bf7600fbf173d7bf269928d24857fa6c7d9c7ee16c9	4	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	5f84a2d65001fbafbe4095195615c4575685a9357b86666f8099cf4287f38628	8	PreferredCrossingChange	e7307856a0421873fbc35e35bd6c9a96d8d1afe0e221242c1860b59638079d1c	1
seed	7bf2da152f50453366cd34fb1a7a81c225e2648ad4bb126a776d0a8b85e766e4	8	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	7dbe1c0a48c91553284b5caaba45c911d9cb2a79c40d8e6945e2de603be18d50	6	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	8214db176a53d5aca7c8414972d2182f8359f2d3505db5a25070ab37bc003bd7	10	PreferredCrossingChange	c6c7a21a4038f07a3adf79d1f92a6f6e885d0baf284706a4c5f16acf20058b3d	1
seed	859808046936a410f7d7993a503abcea50ddd62c6ab7d782fb09fc0c33f289f7	4	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	a19d826c80450a5f70a11ec308214e71d79c7aa41de2123eb12b6857ea69885e	10	PreferredCrossingChange	25ef7802aa5c93ecab37d67817194c4b303f1c79444826e26b940a875ad84df0	0
seed	aebb82281a42d0530a8cdcc6c66606048ac098943d84438bdff25bef036133e9	10	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	bb34c138788a5383c1886f411e003ed1c619cbac97185a2869a7f588a1ecb521	8	PreferredCrossingChange	9659864ebce8b769b01dd54065705c3fb291691712e522fce3d652aafa72a82a	0
seed	cb4c9a45ab697c9951b4707c548bca9224ba01b256da26653605dc5875a02d97	4	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	d062234472debf57e1c2fd457fc1f1c5587c535005ca648578cdaebe4e8bf69e	8	PreferredCrossingChange	806533ca7db8ab37d31924c8e02f86e385d47667528dba0ef982314f512500fa	1
seed	d0e863288b2a5af391dab12c4ad567811dfdfa392419f816808f880de2368cc6	6	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	d82f0f47b194cc7e164947aa42286355e19d727e12d38237e3e690d246a9e067	6	PreferredCrossingChange	d82f0f47b194cc7e164947aa42286355e19d727e12d38237e3e690d246a9e067	0
seed	e4c18b98c3ec3061ad7a9a4b1bad5df4c222ad8b085f4779d9c76b9f544dfde5	10	PreferredCrossingChange	2885a376ae2c463c890eb8c8a28d020773a9f16302080c80e936b507f5abd21b	0
seed	e4e2d572519691273addb684049a7ec5eac64c7fc06c15b31263492d59772cd0	8	PreferredCrossingChange	b7a502a206c774cf7cb0660153b18f8246029597683af1e4f82710b0db99b640	0
seed	e9513ab4c7c2e0f9f144d172d43c44256dc132d479ca7fd407ceebda4814f05b	6	PreferredCrossingChange	e9513ab4c7c2e0f9f144d172d43c44256dc132d479ca7fd407ceebda4814f05b	0
seed	fbda3c89b9c75604097d7e1dd9e08b335679ce988997d66301eee78ead8c5d95	10	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1
seed	fdbb7b65772699be4a86d201fddb1e4f439d43da7497da3907c3703192827b96	6	PreferredCrossingChange	6d8b04b0a4c553ca74db2455f92714331c982f9806907e61a2ff97e9957564b7	1
seed	ff34b9477f1ff5fc93cca59d7c35b080433956a9bc9966d2e910773c10174941	10	PreferredCrossingChange	ff34b9477f1ff5fc93cca59d7c35b080433956a9bc9966d2e910773c10174941	0
summary	32	22	19	0
publication	13131776	0	3.555046	0.000	0.000
