representation_id	priority	strands	word	roles
braid:fe7fbda21a56ee29fe5fb805e8969f22ef547ffaf9a3391e5e1da0c7ddbcbce3	2	5	-1,-2,3,-4,3,-2,-2,-2,3,-2,1,3,2,3,4,3,-2,3	bundled-knot-table
braid:fed5df37682ee18eda9807b4a9dadadd922c5bebb283eb7d62131b449dfcaa75	2	5	-1,-2,-2,3,3,-2,-4,3,-2,1,3,-2,3,4,3,3,2,3	bundled-knot-table
braid:ff06908986fc09dd53b732e615b3497eb3035ccce99c50340e7907b57ffd7742	2	5	-1,2,2,-3,-3,2,2,-3,4,-3,2,1,-3,-2,-3,-4,-3,2	bundled-knot-table
braid:ff851e9c2c7e52816f018d6a353b41029b08a4c631cdf608177b612c5508f439	2	5	-1,-2,-3,4,3,3,3,3,3,3,-2,1,3,-2,3,-4,3,-2	bundled-knot-table
braid:ffe62362ef3678a27a3014a2589af0d4060038930c0819f94aab4ebcaa6b0a3e	2	5	-1,2,-3,-4,-3,-3,2,2,1,3,3,2,-3,4,-3,-2,-3,-3	bundled-knot-table
braid:ffe9de0b546e2c2bbed9438258149e884ff9f3cb646bd046c8e4091726af7f36	2	5	-1,2,-3,2,2,-3,2,-3,-4,3,2,1,2,-3,4,-3,-3,2	bundled-knot-table
braid:ffea8fd0ea36edd507405412a8ae768de974eb424c18a08a568267efa5033584	2	5	-1,2,3,2,-4,-3,2,-3,2,1,-3,2,3,4,3,-2,3,3	bundled-knot-table
braid:fff914f7357c938da95e87fc539aca693bec21cd2215b384e4822319eb235754	2	5	-1,2,3,2,-4,-3,2,-3,2,1,-3,-3,-3,2,3,4,3,-2	bundled-knot-table
braid:0e32e3fe21fb589c69b6cad0e93a54d4234f939e3f5b962a0aeb92a3f8ab0667	2	5	-1,2,3,2,4,2,-3,2,2,2,2,2,2,1,2,3,2,-4,-3,2	bundled-knot-table
braid:14091bf7327cd00cd34207a17838138f1eefca399b6d740cd46ea1212ddc5a61	2	5	-1,2,2,2,2,3,-2,-4,3,2,2,1,2,-3,-2,4,-3,2,2,2	bundled-knot-table
braid:27976b9c94c66ff06c41665b9ebcd373cd7e8d26633d2de887abb4d637d1c7de	2	5	-1,2,2,2,3,2,-4,3,2,2,1,2,2,2,-3,2,4,-3,2,2	bundled-knot-table
braid:291661ef1de584501a8619743458aa64f62b997a1fc45dc61e208c47f94e198f	2	5	-1,2,2,3,-2,-4,3,2,2,1,2,2,2,-3,-2,4,-3,2,2,2	bundled-knot-table
braid:2d979f4b63054583713078cf2a37c3e13bda840d0b795a5eb4589a2269f70df2	2	5	-1,-2,-3,-2,-4,-2,-2,-2,-2,3,2,1,2,2,-3,-2,4,-2,3,-2	bundled-knot-table
braid:2e3496b226e8d5ab05e27a50312606cc5ac554ec7bd9c56f4c1f7ef84bdef67c	2	5	-1,2,2,2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,-2,-2,3,2	bundled-knot-table
braid:47425806cfbba3ff95c79ff54f71e7676a6506fb71ffd6eeadedefd1309829b0	2	5	-1,-2,3,2,4,2,2,2,-3,2,2,2,2,1,2,3,2,-4,-3,-2	bundled-knot-table
braid:48a905b83b4a4162e285fb4ec96a30bb0abe4fc32bc367c99b7ac3db63a7d09d	2	5	-1,-2,-2,-2,3,2,4,2,-3,2,2,1,2,3,2,-4,-3,-2,-2,-2	bundled-knot-table
braid:528f9fd021526eaf486c4cd26e88d9174d798f0a5ea83089d88b9a6c27d716c9	2	5	-1,-2,3,2,4,2,-3,2,2,2,2,2,2,1,2,3,2,-4,-3,-2	bundled-knot-table
braid:53916bd6ec58481cae7003492bd55109e27dab51ff9c667c4dfb86e0aaf3bea5	2	5	-1,2,3,2,4,2,-3,2,2,1,2,3,2,-4,-3,2,2,2,2,2	bundled-knot-table
braid:5b72370cbb238b954fda8bf0368bd4990bb615d21dd62c23357126f95ecf31cb	2	5	-1,2,2,3,2,-4,3,2,2,1,2,2,2,-3,2,4,-3,2,2,2	bundled-knot-table
braid:648f0bd44f8b7f62e5c31389ff1fb12ffc3aed0aa4f47b36e71922deace5f967	2	5	-1,2,3,2,4,2,-3,2,2,2,2,1,2,3,2,-4,-3,2,2,2	bundled-knot-table
braid:676c50386ef473e31bcc57c36f6210841abd72f8bd3ea5877c832b960ca61414	2	5	-1,-2,-2,-2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,3,-2,-2,-2	bundled-knot-table
braid:68d2ba6654b76d74fff43096355953818d102ac922021e3c64dcb5d268abb758	2	5	-1,-2,-3,-2,-4,-2,-2,3,2,1,2,2,-3,-2,4,-2,-2,-2,3,-2	bundled-knot-table
braid:740af98a8df3405609f94850723e5436c6ff4b928bd0e017ac3dc3c26960d8cd	2	5	-1,2,3,2,4,2,-3,2,2,2,2,1,2,3,2,-4,2,2,-3,2	bundled-knot-table
braid:7541948fc7c129d244a61f570853408e040b5b06dbc2b47d5dd6db2c615bb3e1	2	5	-1,2,2,2,3,2,4,2,-3,2,2,1,2,3,2,-4,-3,2,2,2	bundled-knot-table
braid:83f3ff6c91705d84c3bda7cd01f70076a2f903e1919915880ab54e9834c15c09	2	5	-1,2,2,2,2,3,2,-4,3,2,2,1,2,-3,2,4,-3,2,2,2	bundled-knot-table
braid:840a6a469cea11d7aadc5924ba3c2558c460041749effcff5ac493a8cfdf7af7	2	5	-1,-2,-2,-2,-3,-2,-4,-2,-2,3,2,1,2,2,-3,-2,4,-2,3,-2	bundled-knot-table
braid:8d19506873e209e09d231f144653e8ccdea73a95f28831ac750377d8d19fd0ae	2	5	-1,2,2,3,-2,-4,3,2,2,1,2,-3,-2,4,-2,-2,-3,2,2,2	bundled-knot-table
braid:8d9fec1536db330667c805083156b0e35643d6aca6801981d5e2d095a3d06684	2	5	-1,2,2,3,2,-4,3,2,2,1,2,-3,2,4,2,2,-3,2,2,2	bundled-knot-table
braid:994f223596c0e27f3b4fd53df9af910e362bb02441475073ed5e75ddfadd2814	2	5	-1,-2,-2,-2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,-2,-2,3,-2	bundled-knot-table
braid:a21b36a34ccb8bd4bda6924986de64a7afaf176d703769e2618dab0ff3d4a8f9	2	5	-1,2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,-2,-2,-2,-2,3,2	bundled-knot-table
braid:aab3cf47adfb6bb05edea93f441080b346470d58b5c50131d561dc74156d4a0a	2	5	-1,-2,3,2,4,2,-3,2,2,1,2,3,2,-4,-3,-2,-2,-2,-2,-2	bundled-knot-table
braid:ab395e3a505e0b8ea50161f56b2da5bf19839cb27f8635c034d0f43a12412443	2	5	-1,2,2,3,2,-4,3,2,2,1,2,-3,2,4,-3,2,2,2,2,2	bundled-knot-table
braid:c51db6fed6ec53265b3722999b019657eab3c86a7889fe22035646bbfb67292e	2	5	-1,-2,3,2,4,2,-3,2,2,2,2,1,2,3,2,-4,2,2,-3,-2	bundled-knot-table
braid:c57b55e0b7ad84c78bc0b214ecf03874d0de0f4040e4ca6d770d8ede0e07cc17	2	5	-1,-2,-2,-2,-2,-2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,3,-2	bundled-knot-table
braid:caab6f1fbf1a318f456d091e3230c41a8ce45718391f865902b2f7aa1cd7b618	2	5	-1,2,2,2,3,-2,-4,3,2,2,1,2,2,2,-3,-2,4,-3,2,2	bundled-knot-table
braid:cefb87ef1191e5c992e7667c5fdc71982dd35efba9992819a0ccb299fe935b29	2	5	-1,-2,-3,-2,-4,3,2,1,2,2,-3,-2,4,-2,-2,-2,-2,-2,3,-2	bundled-knot-table
braid:cf3ae9097ab5d0d95ba36656c7acd95d20e3bd702c8e4e44786fc60b681061e0	2	5	-1,-2,3,2,4,2,-3,2,2,2,2,1,2,3,2,-4,-3,-2,-2,-2	bundled-knot-table
braid:db4c587e71ab0b141c86620c389f1e469785a5786aaa1443886a133fb4971f6d	2	5	-1,2,2,2,-3,-2,-4,-2,-2,3,2,1,2,2,-3,-2,4,-2,3,2	bundled-knot-table
braid:f0bc0828f78798bd7ed98cbb7ef243a9ce824302f1b200fc579a2790cac78295	2	5	-1,2,3,2,4,2,2,2,-3,2,2,2,2,1,2,3,2,-4,-3,2	bundled-knot-table
braid:f9c49953fba059cb81bde469908a2f2119f86ff9f07c01efc24f0f1e2ba76541	2	5	-1,2,2,3,-2,-4,3,2,2,1,2,-3,-2,4,-3,2,2,2,2,2	bundled-knot-table
braid:07fbafab73fcc38d62b7415a215a3152727e0ddaba1df14c857ebbf0b1f0cb7b	2	6	-1,-2,3,-2,-4,1,3,-2,3,-4,3,5,2,-4,3,-4,-5	bundled-knot-table
braid:2d08d5f08be6e56628093cbad1a699d84e8a8437b48a2e45a72cfc125cd16134	2	6	-1,-2,3,-2,-4,1,5,-4,3,-2,-4,3,-4,-5,-4,3,2	bundled-knot-table
braid:3f9cbefe5c9faf3be9c45e839c24310c48f891c3d6396a3bca54510df4bbc1b7	2	6	-1,-2,3,-2,-4,1,-4,3,2,3,-4,5,-4,3,-2,-4,-5	bundled-knot-table
braid:44f8849c8af93210fae3aaa837b86bab2a9c05601ecf4e0b264a1abf0b5c9280	2	6	-1,2,-3,4,-5,-4,3,2,1,2,-3,2,4,2,5,-3,4	bundled-knot-table
braid:4c6d2f04893472b92202a6d79423dc812a264dcb5cc53d3d3ba4f7af2b3d1efc	2	6	-1,-2,3,-2,1,-2,3,-4,3,-5,-4,3,2,3,-4,5,-4	bundled-knot-table
braid:72e11730a900392244d8b7c05e9a642f2ed1bc7d5d259fc70ac73bfef1e36a5b	2	6	-1,-2,3,-2,-4,1,3,5,2,-4,-3,-4,5,-4,3,-2,-4	bundled-knot-table
braid:046d676f37594fbb9b11e4d788fdef6a0346159f43d1dfb59ef657c372ed9ba0	2	6	-1,2,-3,2,4,1,3,3,-2,4,4,-3,-5,4,-3,2,-3,-4,5	bundled-knot-table
braid:0b66ad2de8458be9f569a2cc5b75e4b3f736aa32f207f2dcbcbe6f152e3e2ea0	2	6	-1,-2,-3,-2,4,3,5,-4,3,-2,1,-2,3,3,-4,-5,-4,3,-2	bundled-knot-table
braid:0cf83e9a00f0ace41621a5e2b92e2934585e458185b2f2af77224fde117120ae	2	6	-1,-2,-2,-2,3,-4,-5,-4,-3,-2,1,-2,3,-2,4,-2,5,3,-4	bundled-knot-table
braid:0d21c32fcd1f62ea7b17852dba7efd2d56745556cfacdee9b45cc7620032e480	2	6	-1,2,-3,4,-5,-4,3,2,1,2,-3,2,4,-3,5,4,-3,-3,4	bundled-knot-table
braid:11bdac134b0da1d19c677ff6ac3ea312b884dadb1d6057bcfe7c8e7d154c7269	2	6	-1,2,-3,-3,-4,-3,2,1,-3,2,-3,4,-3,5,-2,-4,3,-4,-5	bundled-knot-table
braid:153071d31bb2a1ac9e30bf1bcf2cdfde9fde6f40ac25f0ea7c87589051142218	2	6	-1,-2,3,-2,-4,-2,-5,-4,-3,-2,1,-2,3,-2,4,-2,5,3,-4	bundled-knot-table
braid:1545a5dd7fca4ae6757d6beb5cb208eeb8d536f44b2096d46cccafefdc2fc2c0	2	6	-1,-2,3,3,4,4,-5,-4,3,-2,1,-2,3,4,3,5,2,3,4	bundled-knot-table
braid:1ecd2fd967c833d71777a3ecf23bfe3e302d703c287848254771bc700d9c2ba3	2	6	-1,2,-3,2,1,-3,-2,4,4,-3,4,-5,-4,-3,2,-3,4,-3,5	bundled-knot-table
braid:221826b72ff0f94775780e4e66aa791c1ebc14967a47cb29f57136af4a39d02c	2	6	-1,-2,-3,-2,4,3,5,-2,-4,1,-2,3,-2,-4,-2,-5,-4,3,-2	bundled-knot-table
braid:272ce765b1f81cef7241aae3c2b9e03a4baabe82ec17ca6f434d69f4affb5cf6	2	6	-1,2,-3,2,4,1,-3,5,-3,2,-4,3,-4,3,-5,2,-4,3,2	bundled-knot-table
braid:27d227a85fa7be610964d27a49a983c8f8d261d4a3c3467f1d412f09cec1002d	2	6	-1,2,3,4,3,3,2,1,2,3,-4,3,5,-4,-3,2,-3,4,-5	bundled-knot-table
braid:283cf78513332448d53dfd63e6d0268415aa9c0654d6ecf8689d46da2425e484	2	6	-1,-2,-3,-2,4,3,5,-2,-4,-2,3,-2,-4,1,-5,-2,-4,3,-2	bundled-knot-table
braid:2af9a4aad23720905059f10e8e17a6719338494773abfa41bd64dc421e5d1cd3	2	6	-1,-2,-2,3,-2,-4,1,3,2,3,4,3,5,3,-2,-4,3,-4,-5	bundled-knot-table
braid:2afb162b8b247c1d97755779b5f163ae9387bffc40de7a845d344f283af7ea01	2	6	-1,2,-3,4,3,5,-4,3,2,1,3,-4,3,2,-4,-5,-4,3,2	bundled-knot-table
braid:320556929eff347dff4975e853bb307f1e672c5fb33c23445bc8a6a850de92ac	2	6	-1,2,-3,-3,4,4,-3,2,1,-2,-3,4,-5,-4,-3,2,-3,4,5	bundled-knot-table
braid:33efd1cd588cb88eb2438563c99b7078412942d674c9410a53e6a8262c3a5e07	2	6	-1,-2,-3,-4,-3,5,-2,-4,3,-4,3,-5,-2,1,-2,-3,4,-3,2	bundled-knot-table
braid:37349689618fa16cfed87b595518e4406a26f845b61a8f5e1b8ab7560f5af537	2	6	-1,-2,3,4,3,-2,1,3,-2,3,-4,3,-5,4,3,2,3,-4,5	bundled-knot-table
braid:3c88f70cf70eb80974a05f214352efc40a9572ab03ad60ae2074052770981335	2	6	-1,2,-3,4,-3,5,2,4,-3,2,4,1,-3,2,4,-5,-4,3,2	bundled-knot-table
braid:3d2e97fa5373d378cd7a30a6e0159ba117858a5e386bc8d737478d18b50c46a5	2	6	-1,2,-3,4,-5,4,-3,2,-3,2,-4,1,-3,5,2,-3,-4,-3,2	bundled-knot-table
braid:420cb97905d76d3b02991fac3513eedf53152e1201b4e42e7cabd0783cbe51d8	2	6	-1,-2,3,4,3,3,-2,1,-2,3,-4,3,5,-4,3,-2,3,4,-5	bundled-knot-table
braid:437c54eca74c6ef66cbb742f20e47664a872e6ce5e5a8c56ac8cd25eb0cbbd6d	2	6	-1,2,3,3,4,4,-3,2,1,-2,-3,4,-5,-4,-3,2,-3,4,5	bundled-knot-table
braid:43e131abdfa888f620c59204ac110177fa3a1e4f58f87828d11eca96d4bbb94b	2	6	-1,2,-3,4,-3,5,2,-3,4,-3,2,1,-3,2,4,-5,-4,3,2	bundled-knot-table
braid:4434ba0fe2d996bd6c9c0840a1f2012d241dfc62c6c7d926d70e5575209efd6b	2	6	-1,2,3,-4,3,-5,-4,-3,2,1,2,3,2,4,2,5,-3,-3,-4	bundled-knot-table
braid:44a6694430018e9a3f997b099dfe94b7ef3dca616e82fc4ca501bebe34c793fe	2	6	-1,-2,-3,-3,4,4,-5,-4,-3,-2,1,-2,-3,4,-3,5,2,3,4	bundled-knot-table
braid:4ae6dac9fadffe14d94cae1b24625130352f2ef9b27f753485b8073f7e8adc15	2	6	-1,-2,3,-2,-4,-2,-5,-2,4,-2,1,3,-2,3,-4,3,5,2,-4	bundled-knot-table
braid:4d81a66c059275741dc1936885e758af58eb91ebc1754f78b6196f0a92c30c93	2	6	-1,-2,-3,-2,4,3,5,-4,3,-2,1,-2,-3,-3,-4,-5,-4,3,-2	bundled-knot-table
braid:4ec51e057c2329f03e80d81260aa1618655f3187b3dd9f7db0c23d98fabb1e74	2	6	-1,-2,-3,4,3,3,-2,1,-2,3,-4,-3,5,-4,3,-2,3,4,-5	bundled-knot-table
braid:5264bf1e59500a4fb9a4c46ce759ed6ff86a6babcfbdcae9771889cb2611fc5c	2	6	-1,2,-3,-4,3,2,1,2,-3,2,4,-3,5,4,4,-3,4,-3,-5	bundled-knot-table
braid:596154b42de8f7bf7844370ebbd78f1b21a1f193e7581a6f1310a356af4c9586	2	6	-1,2,-3,4,-3,2,1,-3,4,-3,-5,2,-3,4,-3,-2,-3,-4,5	bundled-knot-table
braid:5aa28603f6d851ee13ca5928a28226162e1a61983080a22521fc103082b8c03e	2	6	-1,2,-3,2,-4,-3,5,2,-4,1,-3,2,-3,4,-3,-5,4,-3,-2	bundled-knot-table
braid:5ee4defe770ba725b2b92336dfee881e17463f5121c76d30a5a41186800ef15a	2	6	-1,-2,-3,4,3,5,-4,3,-2,1,3,-4,3,-2,-4,-5,-4,3,-2	bundled-knot-table
braid:6054352a32886591bdb5f10a11184affdfa1c36ca7a9b0dbc8ec6714f5e8aadf	2	6	-1,2,3,3,-4,3,-2,1,3,-4,-5,4,3,-2,3,-4,3,5,2	bundled-knot-table
braid:60ec516c5a9f0705c68b66f157090fc0149bd8c7d1045f741b8669289c41d99e	2	6	-1,-2,-3,-2,4,1,3,-5,4,3,-2,3,-2,-4,3,5,-4,3,-2	bundled-knot-table
braid:63cd3d72d4dc0cfeecc242552b16eb85fd5b8b69d057e46fa1ad874bef8217e1	2	6	-1,-2,3,-2,-4,3,-2,-4,1,-5,-4,3,2,3,4,3,5,3,-2	bundled-knot-table
braid:67084ee41d46f4faa880563d24dd8d52b0022f6b377586a1ee1968bd5d5a1172	2	6	-1,-2,3,-4,3,5,-2,-4,3,-4,3,-5,-2,1,-2,3,4,3,2	bundled-knot-table
braid:685bcc216dbf82a758a54cb34906b3f96b1b03394f9851de3a8b5a2c29fa5ccf	2	6	-1,-2,3,-4,-3,-2,1,-2,3,-2,4,-2,5,3,-4,3,-4,3,-5	bundled-knot-table
braid:6930c37e1ac25f3726d31991ac5d18df9ec7a666418393347b6609a58f098666	2	6	-1,-2,3,-4,3,5,-2,-4,1,3,-4,3,-2,3,-4,-5,4,3,2	bundled-knot-table
braid:6ba2629625e847a02729fa9ffc91d59fbd7316390584899a5e912d7882043aa7	2	6	-1,-2,3,4,-5,4,3,3,-2,1,3,-4,3,5,-2,3,-4,3,-2	bundled-knot-table
braid:6bd6a8dfb700ad7fe161e8c785b05505d699b647fc11915622afd3c3fc96ca8e	2	6	-1,2,3,4,3,2,1,3,-2,3,-4,3,-5,4,3,2,3,-4,5	bundled-knot-table
braid:6dc13f4dcc6d3f6482b7d89a68bb6bec246e57b9cc594c5c84647b34683953d7	2	6	-1,-2,3,-2,-4,-5,-4,3,-2,1,-2,-3,4,3,5,-2,-4,3,3	bundled-knot-table
braid:6eb35e5ae1981aef1203d0c04ccf3e1de453ec78acdf4741abcc4662d8ca6506	2	6	-1,2,3,-4,3,5,2,-4,3,-4,3,-5,2,1,-2,3,4,3,2	bundled-knot-table
braid:74f1bff6b4283495945fd1591572c6b8c921b97bbbc6e8ff5361aeccfc0bd5ea	2	6	-1,-2,3,-4,-5,-4,-3,-2,1,-2,3,-2,4,-2,5,-2,-2,3,-4	bundled-knot-table
braid:7d7277657c292fadbf8b4e6d3f6d08b5fb01aa700e8f9a384b75f252102e2c06	2	6	-1,-2,3,-2,-4,3,-5,3,-2,4,1,3,-2,3,-4,3,5,2,-4	bundled-knot-table
braid:7f0de9ba6d1f2d496f24c7a201cb6213b035ed2fe2f5026fb570c4cecd27d5ba	2	6	-1,-2,3,-2,1,-2,3,4,3,-5,-4,3,-2,3,4,3,5,3,-4	bundled-knot-table
braid:83ce8df49529be3ff8940628020251308d5cb08b558518514bd1796da175a654	2	6	-1,-2,-3,4,-3,-5,2,1,-3,-3,2,4,-3,4,5,4,3,-2,-3	bundled-knot-table
braid:8505b5d17d6bb5c0531fc71f06450f50acb15f463bb971d23f9b14fcc21d48f3	2	6	-1,-2,3,4,-5,-4,3,-2,1,-2,-3,-2,4,3,5,3,4,4,3	bundled-knot-table
braid:86b075f5830c74f6f943da4e93cf15c6791c456f9edf6f2180cdc95262f0c796	2	6	-1,2,-3,2,4,1,-3,-3,-2,4,4,-3,-5,4,-3,2,-3,-4,5	bundled-knot-table
braid:86e7b4295482949f224343b48a6edab1c724ce655b59c8da16fe6cca4dd5779b	2	6	-1,-2,3,-2,-4,3,-5,-4,3,-2,1,3,-2,3,4,3,5,2,-4	bundled-knot-table
braid:8c3f83fb3edb27bf559707a8e56c4356ef0e3c6a00a815fd9b71f9a147ab6d05	2	6	-1,2,-3,2,4,-3,-5,2,-4,1,-3,-2,-3,4,-3,5,4,-3,2	bundled-knot-table
braid:8e2064ebabcce894547d08be8f554ff58f3d8c85ae6c47dc888334cf3e3b2268	2	6	-1,-2,-3,-4,-3,5,2,4,1,-3,-3,-2,-3,4,-5,4,-3,2,-3	bundled-knot-table
braid:8f2824f2984831e0a964b53a4a9b794eb2b8d87333d5321889f9a23807568f03	2	6	-1,-2,3,-4,3,-5,-4,-3,-2,1,-2,3,-2,4,-2,5,3,3,-4	bundled-knot-table
braid:90757bcc549f52ef225229ed4d8157c39b23b3f0bb7cda3b9c9b5b12b21fb570	2	6	-1,-2,-3,-2,4,3,5,-2,1,-2,3,-4,3,-4,3,-5,-4,3,-2	bundled-knot-table
braid:91fd841783e17c868f851920af61b3412661a05d47fd8ccada4fc3c0a2a12b57	2	6	-1,-2,3,3,4,4,3,-2,1,-2,3,4,-5,-4,3,2,3,4,5	bundled-knot-table
braid:92c04e89e1249e076f7f408fdaa525aa63f0282e9c7bb719a8f2e8d793b28c70	2	6	-1,-2,3,-4,-5,-4,3,-2,-2,1,3,2,3,4,3,5,-2,3,-4	bundled-knot-table
braid:94af5e3ba8bf82979f2f1600ee8f6972f7b0268b5c82922bbc0e854dff9eac85	2	6	-1,-2,-3,-2,4,3,5,-2,-4,-2,-2,1,-2,3,-4,-5,-4,3,-2	bundled-knot-table
braid:9a7b53ef91ac5aa9ef4160e26e7b2e20bd14c30123cf59b84bfe228ccd5a018b	2	6	-1,2,-3,4,-3,-5,-4,-3,2,1,-3,2,-3,4,-3,5,-2,4,-3	bundled-knot-table
braid:9b7c58bb4a17c98d8b59126dd1866cd65ac5dafc1c517d762119224d00a1511e	2	6	-1,-2,3,-2,-4,3,-5,3,-2,4,1,-3,-2,-3,-4,-3,5,2,-4	bundled-knot-table
braid:9c7f56a040e14533bff28efcccaba92613fb45e5b45896303a9b1272420226e0	2	6	-1,2,-3,2,4,-1,-3,-5,4,-3,2,-3,2,-4,-3,5,-4,3,2	bundled-knot-table
braid:9ed1ed06769b67cc7b54608c458ea8f3e6ca064569c68ac8c13790f5817602a9	2	6	-1,2,-3,4,-5,-4,3,2,1,2,-3,2,4,3,5,3,4,4,-3	bundled-knot-table
braid:9f35fdc0142ee496789a52ae24bb128eaf80a7cca3be568480a4d8d24621f24a	2	6	-1,2,-3,2,-4,-3,-5,4,-3,2,1,-3,2,-4,-3,5,4,-3,2	bundled-knot-table
braid:a25291ad93aa393c5ae659535323af6d00f8ad2ce197485c8fa47a7f3c767546	2	6	-1,-2,3,-2,-4,3,-2,-4,1,-5,-4,3,-2,3,4,3,5,2,3	bundled-knot-table
braid:a47499736dc30fa7a75921e9c9f08da66fceb09502ca58886c2f1e97031da5f6	2	6	-1,2,-3,2,4,-3,2,4,1,-5,4,-3,-2,-3,-4,-3,5,2,4	bundled-knot-table
braid:a62287bb7707c2ea57967f0863df8bb115bfcbaaffac3db58a6eda0e9bb7f2e9	2	6	-1,2,2,-3,4,-3,5,2,-4,1,3,2,-4,-3,-5,-4,-3,-2,-3	bundled-knot-table
braid:aadad23e1392f95f947c7b99aee50b0c7af5b2641f7866ab847fd8649f6864d0	2	6	-1,2,-3,4,3,3,2,1,2,3,-4,-3,5,-4,-3,2,-3,4,-5	bundled-knot-table
braid:abd041985deb4319e9f95045e5bee54112a09f279bd1f51a115ad2fd097a5dae	2	6	-1,-2,-2,3,-2,-4,1,-3,2,-3,4,-3,5,-3,-2,-4,3,-4,-5	bundled-knot-table
braid:ae69616d687a48e5af692fff627da595b6c3c014306c09d876de52d7611ad2aa	2	6	-1,-2,-3,-4,-3,2,1,-3,-3,4,-5,4,-3,-2,-3,-4,-3,5,2	bundled-knot-table
braid:b11d201288d79efa5acf7ae3869da69c34332d0a1739fa4f42269d18ceba26d7	2	6	-1,-2,3,4,-5,-4,3,-2,1,-2,-3,-2,4,-3,5,-3,4,4,3	bundled-knot-table
braid:b1b77a1af8ed747cffee898f6735c461c51fa7879090bbd7c71245be80b4aa98	2	6	-1,-2,-3,-2,4,3,5,-2,-4,1,-2,3,3,3,-4,-5,-4,3,-2	bundled-knot-table
braid:b442df9cb10da74c452ff2f2f9fc28a15edb1ad75662c08bf5ea7552e6adf40c	2	6	-1,2,-3,-4,-3,2,1,-3,2,-3,4,-3,5,4,-3,-2,-3,4,-5	bundled-knot-table
braid:b5036e9a9addbd07c9bf0453748e80b4800538cba285376efac79b28be8af4c4	2	6	-1,2,3,-4,3,2,-4,1,3,2,-3,-4,-5,-4,3,-2,-4,3,5	bundled-knot-table
braid:b72d1dd286cb1379cbb7b4cd2c66a8161170ce64da87b7925d9a2a8912426e64	2	6	-1,2,3,-4,-5,-4,-3,2,1,2,3,2,4,-3,5,-3,2,-3,-4	bundled-knot-table
braid:b76bef722d959c72dce27cdf668326009d6024b4e41e8f44f1c52bada622d314	2	6	-1,-2,3,-4,3,-5,-2,-4,-2,1,3,-2,3,4,3,5,3,2,-4	bundled-knot-table
braid:b9632e0ee7fb956a7dee1adf58787b800995c4fded97e0c6ad9b048a3af12f45	2	6	-1,-2,3,-4,3,5,-2,1,3,-4,3,-2,3,-4,-5,4,3,3,2	bundled-knot-table
braid:b9a4cea93e7658e8d040c702c39b2322a5013a14184f3f130ff4db212d1d7b7e	2	6	-1,-2,-3,-3,4,4,3,-2,1,-2,3,4,-5,-4,3,2,3,4,5	bundled-knot-table
braid:bc10bccdf77d54e9074ccc06d5e6c1bb6dad10d632e29917654313910cb2f6b4	2	6	-1,-2,3,-4,-5,-4,-3,-2,1,-2,3,-2,4,3,5,3,-2,3,-4	bundled-knot-table
braid:c3505ed699510d885e73a8bbfc48cbf8280f29af113f67dfd0cbfbaeb34303a7	2	6	-1,-2,3,4,3,2,1,3,-4,3,5,-4,3,-2,3,4,3,-5,2	bundled-knot-table
braid:c805e2c98ca738ec4b0cb4b733865f5467b2a504c111574802fe24db9651ee31	2	6	-1,-2,3,-2,-4,3,-5,4,-3,2,1,-3,-2,-4,3,5,4,3,-2	bundled-knot-table
braid:c84abda7be4a915828e6a6c1a3d275ce67b2ddf7ec217cc81d1f8389b4eb72ee	2	6	-1,2,-3,4,-3,-5,-3,2,4,1,-3,2,-3,-4,-3,5,-2,4,-3	bundled-knot-table
braid:cc4a5fe4b8fe761ac424feaa91cca5ad0eebd4c9230f5632f582bdcb3732ec24	2	6	-1,-2,3,-4,3,-2,1,-2,-3,-2,4,3,5,4,3,-2,3,-4,-5	bundled-knot-table
braid:cd6c97877173b804b711697963472ff1b97e7b8955053b6b94c1e9f497137fe6	2	6	-1,2,3,4,-3,2,1,-3,-2,3,-4,3,-5,4,3,2,3,-4,5	bundled-knot-table
braid:cdaa1fa6ba86065e22a27eb67f3e638d05f1d668fcced7423517488f92f9bb55	2	6	-1,-2,-3,-2,4,-2,5,-2,3,-2,-4,1,-2,3,-4,-5,-4,3,-2	bundled-knot-table
braid:ceba9d798a3c434087d2c519642f0da44934aac80326fe944e66693345700551	2	6	-1,-2,3,-2,-2,1,3,-4,-5,-4,3,-2,3,4,3,5,-4,3,2	bundled-knot-table
braid:cf21cd8896b1244d2f1f9a74ecc05b6f3ffc78dbaad98a62b2bc1c1f4d068ba5	2	6	-1,2,3,2,-4,-3,-5,-3,2,4,1,-3,-2,-3,-4,-3,5,2,-4	bundled-knot-table
braid:cfad14449e347226285e12deb74513fd4e3fbcc21bb61a218056c5d924cbe2c5	2	6	-1,-2,3,-4,-5,-4,3,-2,1,-2,-3,-2,4,3,5,-2,-4,3,3	bundled-knot-table
braid:d14563ed8c49cec646c15c75f5288d0f723f1c129528b1789bd3eb00ef460018	2	6	-1,2,3,-4,3,2,1,3,-4,-5,4,3,-2,3,-4,3,5,2,-4	bundled-knot-table
